,names,n
404,"('ANDRADE', 'CARCAMO')",1
405,"('ANDRADE', 'CARDENAS')",7
406,"('ANDRADE', 'CERDA')",1
407,"('ANDRADE', 'CUYUL')",1
408,"('ANDRADE', 'DAVET')",1
409,"('ANDRADE', 'GALINDO')",1
410,"('ANDRADE', 'GALLARDO')",2
411,"('ANDRADE', 'GOMEZ')",1
412,"('ANDRADE', 'GUALA')",1
413,"('ANDRADE', 'GUERRERO')",1
414,"('ANDRADE', 'GUTIERREZ')",1
415,"('ANDRADE', 'HERNANDEZ')",2
416,"('ANDRADE', 'HUENCHUR')",1
417,"('ANDRADE', 'LEAL')",1
418,"('ANDRADE', 'LLANOS')",1
419,"('ANDRADE', 'MANSILLA')",2
420,"('ANDRADE', 'MARQUEZ')",1
421,"('ANDRADE', 'MUNOZ')",2
422,"('ANDRADE', 'NANCUPILLAN')",2
423,"('ANDRADE', 'NAVARRO')",1
424,"('ANDRADE', 'OJEDA')",2
425,"('ANDRADE', 'PACHECO')",1
426,"('ANDRADE', 'PELERITI')",1
427,"('ANDRADE', 'PEREIRA')",1
428,"('ANDRADE', 'PEREZ')",7
429,"('ANDRADE', 'POLANCO')",1
430,"('ANDRADE', 'ROJO')",1
431,"('ANDRADE', 'SALDIVIA')",2
432,"('ANDRADE', 'SOTO')",3
433,"('ANDRADE', 'TORRES')",1
434,"('ANDRADE', 'ULLOA')",1
435,"('ANDRADE', 'VELASQUEZ')",1
436,"('ANDRADE', 'VIDAL')",3
437,"('ANDRADE', 'VILLAROEL')",1
438,"('ANDRADE', 'VILLARROEL')",2
439,"('ANDRADE', 'VILLEGAS')",4
440,"('ANDRADE', 'YANEZ')",2
441,"('ANDRADES', 'ALFARO')",1
442,"('ANDRADES', 'CAREAGA')",1
443,"('ANDRADES', 'SOTO')",1
444,"('ANEL', 'MENA')",1
445,"('ANGEL', 'OLIVARES')",1
446,"('ANGELO', 'PEREZ')",1
447,"('ANGUITA', 'CAMPOS')",1
448,"('ANTICEVIC', 'ALVAREZ')",1
449,"('ANTIGUAL', 'DIAZ')",1
450,"('ANTILEO', 'HERNANDEZ')",3
451,"('ANTILEO', 'MINO')",1
452,"('ANTILLANCA', 'CARCAMO')",1
453,"('ANTIMAN', 'SAEZ')",1
454,"('ANTINIRRE', 'ALVARADO')",2
455,"('ANTIQUERA', 'MASIAS')",2
456,"('ANTIQUERA', 'MUNOZ')",2
457,"('ANTOINE', 'ZAMORANO')",1
458,"('ANTONIE', 'VAN AKEN')",1
459,"('ANTONIETA ESTE', 'MELIPICHUN')",1
460,"('ANTONIN', 'TORRES')",1
461,"('APELEO', 'MARQUEZ')",1
462,"('APRA', 'ABARZUA')",1
463,"('AQUEVEQUE', 'MAYORGA')",2
464,"('AQUEVEQUE', 'RUBILAR')",1
465,"('ARANCIBIA', 'FLANEIGS')",1
466,"('ARANCIBIA', 'REYES')",2
467,"('ARANCIBIA', 'TRUJILLO')",1
468,"('ARANCIBIA', 'VERA')",1
469,"('ARANDA', 'GOMEZ')",1
470,"('ARANDA', 'HARAMBOUR')",1
471,"('ARANEDA', 'CARCAMO')",1
472,"('ARANEDA', 'CRUZAT')",1
473,"('ARANEDA', 'GALLARDO')",1
474,"('ARANEDA', 'GONZALEZ')",1
475,"('ARANEDA', 'MANCILLA')",2
476,"('ARANGUIZ', 'ADASME')",1
477,"('ARANGUIZ', 'PADILLA')",1
478,"('ARANGUIZ', 'PINTO')",1
479,"('ARAOS', 'ARAYA')",1
480,"('ARAOS', 'PEREZ')",1
481,"('ARAVENA', 'AEDO')",1
482,"('ARAVENA', 'ALMONACID')",1
483,"('ARAVENA', 'ARAYA')",2
484,"('ARAVENA', 'ARCOS')",1
485,"('ARAVENA', 'ASTUDILLO')",1
486,"('ARAVENA', 'AVILES')",1
487,"('ARAVENA', 'CRUZ')",1
488,"('ARAVENA', 'FARIAS')",1
489,"('ARAVENA', 'GODOY')",1
490,"('ARAVENA', 'GUTIERREZ')",1
491,"('ARAVENA', 'HIDALGO')",1
492,"('ARAVENA', 'LOPEZ')",2
493,"('ARAVENA', 'MARIANTE')",1
494,"('ARAVENA', 'ORTEGA')",1
495,"('ARAVENA', 'PEREZ')",2
496,"('ARAVENA', 'VERGARA')",1
497,"('ARAYA', 'ACEVEDO')",1
498,"('ARAYA', 'BRITO')",1
499,"('ARAYA', 'CERDA')",1
500,"('ARAYA', 'CLAVERIA')",1
501,"('ARAYA', 'DELGADO')",1
502,"('ARAYA', 'GAETE')",1
503,"('ARAYA', 'GONZALEZ')",1
504,"('ARAYA', 'JAQUE')",1
505,"('ARAYA', 'LEAL')",1
506,"('ARAYA', 'NAVEA')",1
507,"('ARAYA', 'PEREZ')",3
508,"('ARAYA', 'RAMOS')",1
509,"('ARAYA', 'ROSALES')",1
510,"('ARAYA', 'TOLEDO')",1
511,"('ARAYA', 'VERA')",1
512,"('ARAYA', 'YEVENES')",1
513,"('ARCOS', 'MOYA')",1
