,names,n
141,"('AHUMADA', 'SOTELO')",1
142,"('AHUMADA', 'TAVERNA')",1
143,"('AHUMADA', 'VILDOZO')",1
144,"('AHUMADA', 'YOP')",1
145,"('AIDA', 'RIVEROS')",1
146,"('AILLAPAN', 'QUIERO')",1
147,"('AILLON', 'DUARTE')",1
148,"('ALACHE', 'FIGUEROA')",1
149,"('ALACHE', 'LOYOLA')",1
150,"('ALAMO', 'VILCHES')",1
151,"('ALAMOS', 'MORALES')",2
152,"('ALAN', 'CORDOVA')",1
153,"('ALANES', 'CALVI')",1
154,"('ALANIZ', 'CASTELLON')",1
155,"('ALANIZ', 'RODRIGUEZ')",1
156,"('ALARCON', 'ANCOMA')",1
157,"('ALARCON', 'BARRA')",1
158,"('ALARCON', 'CELIS')",1
159,"('ALARCON', 'CHOQUE')",1
160,"('ALARCON', 'CONTRERAS')",1
161,"('ALARCON', 'GONZALEZ')",1
162,"('ALARCON', 'MENA')",1
163,"('ALARCON', 'MENDOZA')",1
164,"('ALARCON', 'MUNOZ')",1
165,"('ALARCON', 'NORAMBUENA')",1
166,"('ALARCON', 'QUINTREL')",1
167,"('ALARCON', 'RIQUELME')",1
168,"('ALARCON', 'RUCAL')",1
169,"('ALARCON', 'SARRIA')",1
170,"('ALARCON', 'TAMAYO')",1
171,"('ALARCON', 'VASQUEZ')",3
172,"('ALATA', 'CONTRERAS')",1
173,"('ALAVE', 'MAITA')",1
174,"('ALBALLAY', 'SILVA')",1
175,"('ALBANEZ', 'HERRERA')",1
176,"('ALBARRACIN', 'CASTILLO')",2
177,"('ALBORNOZ', 'ALBORNOZ')",1
178,"('ALBORNOZ', 'ANDRES')",1
179,"('ALBORNOZ', 'ESPINOSA')",1
180,"('ALBORNOZ', 'GUACUCANO')",2
181,"('ALBORNOZ', 'MENDEZ')",1
182,"('ALBORNOZ', 'OLIVARES')",1
183,"('ALBORNOZ', 'PIZARRO')",1
184,"('ALBORNOZ', 'SALAS')",1
185,"('ALBORNOZ', 'SOLARI')",1
186,"('ALBURQUENQUE', 'MEDINA')",1
187,"('ALCAIDE', 'SANCHEZ')",1
188,"('ALCAYA', 'CHAMORRO')",1
189,"('ALCAYA', 'RIVAS')",1
190,"('ALCAYAGA', 'AGUIRRE')",1
191,"('ALCAYAGA', 'ALCAYAGA')",1
192,"('ALCAYAGA', 'CARTAGENA')",1
193,"('ALCAYAGA', 'MARCHANT')",2
194,"('ALCOCER', 'ROQUE')",1
195,"('ALCORCE', 'GUTIERREZ')",2
196,"('ALCOTA', 'ALDERETE')",1
197,"('ALDANA', 'MORALES')",2
198,"('ALDAY', 'MEZA')",1
199,"('ALDAY', 'MILLA')",1
200,"('ALDUNATE', 'DIAZ')",1
201,"('ALDUNES', 'FUENTES')",1
202,"('ALEBRIA', 'NUNEZ')",1
203,"('ALEGRIA', 'ARAVENA')",1
204,"('ALEGRIA', 'GUTIERREZ')",1
205,"('ALEGRIA', 'LOPEZ')",1
206,"('ALEGRIA', 'NUNEZ')",2
207,"('ALEJANDRO', 'DAVALOS')",1
208,"('ALEXANDRA', 'FUENZALIDA')",1
209,"('ALEXIS', 'BARRERA')",2
210,"('ALEXIS', 'ROJAS')",1
211,"('ALFARO', 'ALVAREZ')",4
212,"('ALFARO', 'ARANDA')",1
213,"('ALFARO', 'BARRAZA')",1
214,"('ALFARO', 'BRAVO')",2
215,"('ALFARO', 'BRUNET')",2
216,"('ALFARO', 'BUSTAMANTE')",1
217,"('ALFARO', 'CAICONTE')",1
218,"('ALFARO', 'CHAPARRO')",1
219,"('ALFARO', 'CHEPULICH')",1
220,"('ALFARO', 'DUBO')",1
221,"('ALFARO', 'ESPINOZA')",1
222,"('ALFARO', 'GALINDO')",1
223,"('ALFARO', 'GUERQUE')",1
224,"('ALFARO', 'LARA')",1
225,"('ALFARO', 'LIRA')",1
226,"('ALFARO', 'NUNEZ')",1
227,"('ALFARO', 'PEREZ')",3
228,"('ALFARO', 'POBLETE')",1
229,"('ALFARO', 'REYES')",2
230,"('ALFARO', 'ROJAS')",1
231,"('ALFARO', 'SILVA')",1
232,"('ALFARO', 'VASQUEZ')",1
233,"('ALFARO', 'VERDUGO')",1
234,"('ALFARO', 'YANEZ')",2
235,"('ALFONSO', 'FLORES')",1
236,"('ALIAGA', 'ALIAGA')",1
237,"('ALIAGA', 'ARAYA')",2
238,"('ALIAGA', 'CAMPANA')",1
239,"('ALIAGA', 'GUERRA')",1
240,"('ALIAGA', 'JIMENEZ')",1
241,"('ALIAGA', 'MARINO')",1
242,"('ALIAGA', 'TAPIA')",1
243,"('ALIAGA', 'VITALI')",1
244,"('ALICIA', 'GAMBOA')",1
245,"('ALISSON', 'MORENO')",1
246,"('ALISTE', 'CARO')",1
247,"('ALISTE', 'MACCHIAVELLO')",1
248,"('ALISTE', 'ROMO')",1
249,"('ALLAVIDE', 'FLORES')",1
250,"('ALLENDE', 'DURAN')",2
251,"('ALLENDE', 'PALAPE')",1
252,"('ALLENDE', 'RAMIREZ')",1
253,"('ALLENDE', 'SALDIAS')",1
254,"('ALLENDE', 'YANEZ')",1
255,"('ALLENDES', 'FERNANDEZ')",1
256,"('ALLENDES', 'SILES')",1
257,"('ALLIENDE', 'ROMERO')",1
258,"('ALMARZA', 'GONZALEZ')",2
259,"('ALMAZAN', 'TAGLE')",1
260,"('ALMENDARES', 'TAPIA')",1
261,"('ALMONACID', 'BERNAL')",1
262,"('ALMONTE', 'BENNETT')",1
263,"('ALMONTE', 'ESCUDERO')",1
264,"('ALMONTE', 'ROJAS')",1
265,"('ALONSO', 'SOTO')",1
266,"('ALONZO', 'MALDONADO')",1
267,"('ALQUINTA', 'CEA')",1
268,"('ALQUINTA', 'GARRIDO')",1
269,"('ALQUINTA', 'JARAMILLO')",1
270,"('ALTAMIRANO', 'CHOVAR')",1
271,"('ALTAMIRANO', 'HERNANDEZ')",1
272,"('ALTERMATT', 'SELAME')",1
273,"('ALTIMIRA', 'CRUZ')",1
274,"('ALTINA', 'SOZA')",1
275,"('ALUCEMA', 'VEGA')",1
276,"('ALVA', 'BARRIENTOS')",1
277,"('ALVARADO', 'ALCAYAGA')",3
278,"('ALVARADO', 'ARAYA')",1
279,"('ALVARADO', 'CARVAJAL')",2
280,"('ALVARADO', 'CORTES')",2
281,"('ALVARADO', 'DIAZ')",1
282,"('ALVARADO', 'GUERRERO')",1
283,"('ALVARADO', 'GUTIERREZ')",1
284,"('ALVARADO', 'HERRERA')",1
285,"('ALVARADO', 'MERCADO')",1
286,"('ALVARADO', 'ORTIZ')",1
287,"('ALVARADO', 'SALAZAR')",1
288,"('ALVARADO', 'VASQUEZ')",1
289,"('ALVARADO', 'VEGA')",2
290,"('ALVARADO', 'VILLALOBOS')",1
291,"('ALVAREZ', 'ALVAREZ')",2
292,"('ALVAREZ', 'ARROYO')",1
293,"('ALVAREZ', 'ASTUDILLO')",2
294,"('ALVAREZ', 'AYAVIRE')",4
295,"('ALVAREZ', 'BANADOS')",1
296,"('ALVAREZ', 'CASTILLO')",2
297,"('ALVAREZ', 'CERDA')",1
298,"('ALVAREZ', 'CISTERNAS')",1
299,"('ALVAREZ', 'CORIA')",1
300,"('ALVAREZ', 'DE FERRARI')",1
301,"('ALVAREZ', 'DURAN')",1
302,"('ALVAREZ', 'ESCOBAR')",1
303,"('ALVAREZ', 'FUENTES')",2
304,"('ALVAREZ', 'GUERRA')",1
305,"('ALVAREZ', 'IRRAZABAL')",1
306,"('ALVAREZ', 'LEYTON')",1
307,"('ALVAREZ', 'MARTINEZ')",2
308,"('ALVAREZ', 'MEZA')",1
309,"('ALVAREZ', 'MONTERO')",1
310,"('ALVAREZ', 'MORALES')",1
311,"('ALVAREZ', 'MUNOZ')",1
312,"('ALVAREZ', 'OLIVARES')",1
313,"('ALVAREZ', 'PAILLACAN')",1
314,"('ALVAREZ', 'PAREDES')",2
315,"('ALVAREZ', 'PIZARRO')",2
316,"('ALVAREZ', 'RAMOS')",1
317,"('ALVAREZ', 'REA')",1
318,"('ALVAREZ', 'ROBLES')",1
319,"('ALVAREZ', 'RUIZ')",1
320,"('ALVAREZ', 'TICONA')",1
321,"('ALVAREZ', 'TRUJILLO')",1
322,"('ALVAREZ', 'VICENCIO')",1
323,"('ALVAREZ', 'ZEPEDA')",1
324,"('ALVAREZ', 'ZOLA')",1
325,"('ALVEAR', 'CATALAN')",1
326,"('ALVEAR', 'SERRANO')",1
327,"('ALVINA', 'VILAXA')",1
328,"('ALZAMORA', 'BERNAZAR')",1
329,"('ALZAMORA', 'CARVAJAL')",2
330,"('AMARIO', 'PULGAR')",1
331,"('AMARO', 'CAQUEO')",1
332,"('AMARO', 'CHOQUE')",1
333,"('AMARO', 'CONAJAGUA')",1
334,"('AMARO', 'MAMANI')",5
335,"('AMAS', 'CHAVEZ')",2
336,"('AMAS', 'DIAZ')",1
337,"('AMAS', 'GOMEZ')",2
338,"('AMAS', 'HENRIQUEZ')",1
339,"('AMAS', 'QUISPE')",1
340,"('AMAS', 'VILCA')",2
341,"('AMAYA', 'BARRAZA')",1
342,"('AMAYA', 'LAY')",1
343,"('AMAYA', 'MUNOZ')",1
344,"('AMBROSI', 'MORALES')",1
345,"('AMESTICA', 'MOLINA')",1
346,"('AMIGO', 'DOMINGUEZ')",1
347,"('AMIGO', 'GUTIERREZ')",1
348,"('AMPUERO', 'DIAZ')",1
349,"('AMPUERO', 'MALEBRAN')",1
350,"('ANA', 'CORTES')",1
351,"('ANA', 'CORTEZ')",1
352,"('ANCANIR', 'LEAL')",1
353,"('ANDAUR', 'GONZALEZ')",1
354,"('ANDAUR', 'URIBE')",1
355,"('ANDRADE', 'ALARCON')",1
356,"('ANDRADE', 'ALDANA')",1
357,"('ANDRADE', 'ARRIAGADA')",1
358,"('ANDRADE', 'DEBONI')",1
359,"('ANDRADE', 'ENCALADA')",1
