,names,n
142,"('AGUILAR', 'ROGEL')",2
143,"('AGUILAR', 'SAN MARTIN')",1
144,"('AGUILAR', 'SANCHEZ')",1
145,"('AGUILAR', 'SANDOVAL')",1
146,"('AGUILAR', 'SANTOS')",2
147,"('AGUILAR', 'SOTO')",3
148,"('AGUILAR', 'TRONCOSO')",1
149,"('AGUILAR', 'TRUJILLO')",1
150,"('AGUILAR', 'UNION')",1
151,"('AGUILAR', 'VARGAS')",2
152,"('AGUILAR', 'VASQUEZ')",1
153,"('AGUILAR', 'VEGA')",1
154,"('AGUILAR', 'VEGAS')",1
155,"('AGUILAR', 'VILLEGAS')",2
156,"('AGUILAR', 'ZAPATA')",1
157,"('AGUILERA', 'BAHUELQUIN')",1
158,"('AGUILERA', 'CANUMAN')",1
159,"('AGUILERA', 'CASTRO')",1
160,"('AGUILERA', 'ESCOBAR')",1
161,"('AGUILERA', 'FERNANDEZ')",1
162,"('AGUILERA', 'GAJARDO')",3
163,"('AGUILERA', 'GARCIA')",1
164,"('AGUILERA', 'JARAMILLO')",1
165,"('AGUILERA', 'LOPEZ')",1
166,"('AGUILERA', 'MUNOZ')",1
167,"('AGUILERA', 'RIVAS')",1
168,"('AGUILERA', 'SIEGMUND')",1
169,"('AGUILERA', 'SILVA')",2
170,"('AGUILERA', 'TIMMERMANN')",3
171,"('AGUILERA', 'TOBAR')",1
172,"('AGUILERA', 'TOLEDO')",1
173,"('AGUILERA', 'VELASQUEZ')",1
174,"('AGUILERA', 'ZUNIGA')",1
175,"('AGUILLON', 'MELLADO')",1
176,"('AGUIRRE', 'IRIARTE')",1
177,"('AGUIRRE', 'JARAMILLO')",1
178,"('AGUIRRE', 'PEREZ')",1
179,"('AGUIRRE', 'PIZARRO')",1
180,"('AGUIRRE', 'RAMIREZ')",1
181,"('AGUIRRE', 'SEPULVEDA')",4
182,"('AGUSTO', 'FUENTES')",2
183,"('AHUMADA', 'FERNANDEZ')",3
184,"('AHUMADA', 'GARCIA')",1
185,"('AHUMADA', 'OYARZUN')",3
186,"('AHUMADA', 'SANTANDER')",1
187,"('AHUMADA', 'SEYMOUR')",2
188,"('AHUMADA', 'SOTO')",1
189,"('AILLON', 'GARCIA')",1
190,"('AINOL', 'CEA')",1
191,"('AINOL', 'CONTRERA')",1
192,"('AINOL', 'LEVICOY')",1
193,"('AINOL', 'OJEDA')",3
194,"('ALARCON', 'ALARCON')",2
195,"('ALARCON', 'AVENDANO')",2
196,"('ALARCON', 'BARRIA')",3
197,"('ALARCON', 'BUSTOS')",2
198,"('ALARCON', 'CAAMANO')",2
199,"('ALARCON', 'CARRASCO')",1
200,"('ALARCON', 'CARRILLO')",1
201,"('ALARCON', 'CASANOVA')",3
202,"('ALARCON', 'CONTRERAS')",2
203,"('ALARCON', 'DIAZ')",1
204,"('ALARCON', 'FALLAU')",1
205,"('ALARCON', 'FIGUEROA')",1
206,"('ALARCON', 'FUENTES')",2
207,"('ALARCON', 'GALLARDO')",1
208,"('ALARCON', 'GARRIDO')",1
209,"('ALARCON', 'GUERRERO')",1
210,"('ALARCON', 'ILLESCA')",1
211,"('ALARCON', 'MANSILLA')",2
212,"('ALARCON', 'MENA')",1
213,"('ALARCON', 'MENDOZA')",1
214,"('ALARCON', 'MILLAHUAL')",1
215,"('ALARCON', 'MILLALONCO')",1
216,"('ALARCON', 'NANCUL')",1
217,"('ALARCON', 'PEREZ')",2
218,"('ALARCON', 'POBLETE')",2
219,"('ALARCON', 'RAMIREZ')",2
220,"('ALARCON', 'SAN MARTIN')",1
221,"('ALARCON', 'SANTOLALLA')",1
222,"('ALARCON', 'SILVA')",1
223,"('ALARCON', 'SOTO')",1
224,"('ALARCON', 'TORRES')",1
225,"('ALARCON', 'VARGAS')",3
226,"('ALARCON', 'VILLAGRAN')",1
227,"('ALARCON', 'VILLANUEVA')",1
228,"('ALARCON', 'YANEZ')",1
229,"('ALARCON', 'ZURITA')",3
230,"('ALAVARADO', 'LOPEZ')",1
231,"('ALBERTAZZO', 'MUNOZ')",1
232,"('ALBETMAN', 'SEPULVEDA')",1
233,"('ALBORNOZ', 'ALBORNOZ')",1
234,"('ALBORNOZ', 'CHACANO')",1
235,"('ALBORNOZ', 'NAVARRO')",1
236,"('ALBORNOZ', 'NEIRA')",1
237,"('ALBORNOZ', 'URIBE')",2
238,"('ALCATRUZ', 'INOSTROZA')",1
239,"('ALDAY', 'BLANC')",1
240,"('ALDEA', 'BUCAREY')",1
241,"('ALDEA', 'CADAGAN')",1
242,"('ALDEA', 'VIDAL')",1
243,"('ALDONEY', 'ROMERO')",2
244,"('ALDRIDGE', 'MAYORGA')",3
245,"('ALDUNATE', 'INFANTE')",1
246,"('ALEGRIA', 'CEA')",2
247,"('ALEGRIA', 'CID')",1
248,"('ALEGRIA', 'YANEZ')",1
249,"('ALERT', 'AGERO')",1
250,"('ALERT', 'RIVAS')",1
251,"('ALEZCANO', 'SOTO')",1
252,"('ALFARO', 'ANDRADE')",1
253,"('ALFARO', 'ARRIAGADA')",1
254,"('ALFARO', 'BUSTAMANTE')",2
255,"('ALFARO', 'ESPINOZA')",1
256,"('ALFARO', 'GUEICHAPIREN')",1
257,"('ALFARO', 'HAEFNER')",1
258,"('ALFARO', 'JARAMILLO')",1
259,"('ALFARO', 'LOAIZA')",1
260,"('ALFARO', 'MARTINEZ')",1
261,"('ALFARO', 'RIVERA')",1
262,"('ALFARO', 'SANTOS')",1
263,"('ALFARO', 'VILCHES')",1
264,"('ALIAGA', 'OLAVARRIA')",2
265,"('ALIAGA', 'PACHECO')",1
266,"('ALISTE', 'PAILLALEVE')",1
267,"('ALLANAO', 'LEVICAN')",1
268,"('ALMEIDA', 'ABARCIA')",1
269,"('ALMENDRAS', 'ANTINANCO')",1
270,"('ALMENDRAS', 'SANCHEZ')",2
271,"('ALMONACID', 'AGUILA')",1
272,"('ALMONACID', 'ALMONACID')",6
273,"('ALMONACID', 'ALVAREZ')",3
274,"('ALMONACID', 'ARANEDA')",1
275,"('ALMONACID', 'ARIAS')",2
276,"('ALMONACID', 'BAEZ')",1
